Fold	Label
X.71.2	208
X.72.1	209
X.73.1	210
X.74.1	211
X.75.1	212
X.76.1	213
X.77.1	214
X.77.2	215
X.77.3	216
X.79.1	217
X.80.1	218
X.101.1	219
X.101.10	220
X.101.11	221
X.101.13	222
X.101.15	223
X.101.17	224
X.101.18	225
X.101.19	226
X.101.20	227
X.101.21	228
X.101.22	229
X.101.24	230
X.101.25	231
X.101.26	232
X.101.27	233
X.101.28	234
X.101.29	235
X.101.30	236
X.101.3	237
X.101.31	238
X.101.32	239
X.101.33	240
X.101.34	241
X.101.35	242
X.101.36	243
X.101.38	244
X.101.39	245
X.101.40	246
X.101.4	247
X.101.41	248
X.101.42	249
X.101.43	250
X.101.44	251
X.101.45	252
X.101.5	253
X.101.6	254
X.101.7	255
X.101.8	256
X.102.1	257
X.102.2	258
X.102.3	259
X.102.4	260
X.102.5	261
X.102.6	262
X.102.7	263
X.102.8	264
X.103.1	265
X.103.10	266
X.103.11	267
X.103.12	268
X.103.13	269
X.103.14	270
X.103.15	271
X.103.16	272
X.103.17	273
X.103.18	274
X.103.2	275
X.103.3	276
X.103.4	277
X.103.5	278
X.103.6	279
X.103.7	280
X.103.8	281
X.103.9	282
X.104.1	283
X.105.1	284
X.105.2	285
X.106.1	286
X.107.1	287
X.107.2	288
X.108.1	289
X.108.2	290
X.108.3	291
X.108.4	292
X.108.5	293
X.109.1	294
X.109.10	295
X.109.12	296
X.109.13	297
X.109.16	298
X.109.17	299
X.109.18	300
X.109.19	301
X.109.20	302
X.109.2	303
X.109.21	304
X.109.22	305
X.109.23	306
X.109.24	307
X.109.25	308
X.109.26	309
X.109.27	310
X.109.28	311
X.109.29	312
X.109.3	313
X.109.30	314
X.109.32	315
X.109.33	316
X.109.34	317
X.109.35	318
X.109.37	319
X.109.38	320
X.109.39	321
X.109.4	322
X.109.40	323
X.109.41	324
X.109.42	325
X.109.43	326
X.109.44	327
X.109.45	328
X.109.46	329
X.109.47	330
X.109.48	331
X.109.49	332
X.109.5	333
X.109.50	334
X.109.51	335
X.109.52	336
X.109.53	337
X.109.54	338
X.109.55	339
X.109.56	340
X.109.57	341
X.109.6	342
X.109.7	343
X.109.8	344
X.109.9	345
X.110.1	346
X.110.2	347
X.110.3	348
X.129.1	349
X.130.1	350
X.130.2	351
X.130.3	352
X.131.1	353
X.131.2	354
X.132.1	355
X.132.2	356
X.132.3	357
X.133.1	358
X.133.2	359
X.135.1	360
X.136.1	361
X.137.1	362
X.138.1	363
X.139.1	364
X.139.2	365
X.139.3	366
X.139.4	367
X.140.1	368
X.141.1	369
X.142.1	370
X.142.2	371
X.142.3	372
X.143.1	373
X.143.2	374
X.144.1	375
X.145.1	376
X.146.1	377
X.147.1	378
X.148.1	379
X.148.2	380
X.149.1	381
X.150.1	382
X.150.2	383
X.150.3	384
X.150.5	385
X.150.6	386
X.150.7	387
X.150.8	388
X.151.1	389
X.152.1	390
X.153.1	391
X.154.1	392
X.155.1	393
X.156.1	394
X.157.1	395
X.158.1	396
X.159.1	397
X.160.1	398
X.161.1	399
X.162.1	400
X.163.1	401
X.164.1	402
X.165.1	403
X.165.2	404
X.165.3	405
X.165.4	406
X.166.1	407
X.167.1	408
X.168.1	409
X.169.1	410
X.170.1	411
X.170.2	412
X.171.1	413
X.172.1	414
X.172.2	415
X.173.1	416
X.174.1	417
X.176.1	418
X.177.1	419
X.178.1	420
X.179.1	421
X.180.1	422
X.181.1	423
X.181.2	424
X.182.1	425
X.183.1	426
X.184.1	427
X.185.1	428
X.185.2	429
X.185.3	430
X.186.1	431
X.186.2	432
X.187.1	433
X.187.2	434
X.188.1	435
X.189.1	436
X.190.1	437
X.191.1	438
X.192.10	439
X.192.1	440
X.192.11	441
X.192.12	442
X.192.13	443
X.192.14	444
X.192.15	445
X.192.16	446
X.192.17	447
X.192.18	448
X.192.19	449
X.192.20	450
X.192.2	451
X.192.21	452
X.192.22	453
X.192.23	454
X.192.24	455
X.192.25	456
X.192.26	457
X.192.27	458
X.192.28	459
X.192.29	460
X.192.3	461
X.192.4	462
X.192.5	463
X.192.6	464
X.192.7	465
X.192.8	466
X.192.9	467
X.193.1	468
X.193.2	469
X.193.3	470
X.194.1	471
X.195.1	472
X.196.1	473
X.197.1	474
X.198.1	475
X.198.2	476
X.198.3	477
X.198.4	478
X.198.5	479
X.199.1	480
X.205.1	481
X.206.1	482
X.207.10	483
X.207.1	484
X.207.11	485
X.207.12	486
X.207.13	487
X.207.14	488
X.207.2	489
X.207.3	490
X.207.4	491
X.207.5	492
X.207.6	493
X.207.7	494
X.207.8	495
X.207.9	496
X.208.1	497
X.208.2	498
X.208.3	499
X.208.4	500
X.208.5	501
X.208.6	502
X.208.7	503
X.209.1	504
X.210.1	505
X.210.2	506
X.211.1	507
X.212.1	508
X.213.1	509
X.213.2	510
X.213.3	511
X.213.4	512
X.213.5	513
X.214.1	514
X.216.1	515
X.216.2	516
X.217.1	517
X.217.2	518
X.218.1	519
X.218.2	520
X.218.3	521
X.218.4	522
X.218.5	523
X.219.1	524
X.219.2	525
X.220.1	526
X.220.2	527
X.220.3	528
X.220.4	529
X.220.5	530
X.220.6	531
X.221.1	532
X.221.10	533
X.221.11	534
X.221.12	535
X.221.13	536
X.221.14	537
X.221.15	538
X.221.2	539
X.221.3	540
X.221.4	541
X.221.5	542
X.221.6	543
X.221.7	544
X.221.8	545
X.221.9	546
X.222.1	547
X.222.2	548
X.223.1	549
X.223.10	550
X.223.11	551
X.223.2	552
X.223.3	553
X.223.4	554
X.223.5	555
X.223.6	556
X.223.7	557
X.223.8	558
X.223.9	559
X.224.1	560
X.225.1	561
X.225.2	562
X.225.3	563
X.226.1	564
X.227.1	565
X.228.1	566
X.229.1	567
X.230.1	568
X.230.2	569
X.230.3	570
X.230.4	571
X.230.5	572
X.230.6	573
X.231.1	574
X.232.1	575
X.233.1	576
X.234.1	577
X.234.3	578
X.234.4	579
X.235.1	580
X.236.1	581
X.236.2	582
X.236.3	583
X.237.1	584
X.239.1	585
X.239.2	586
X.239.3	587
X.239.4	588
X.239.5	589
X.240.1	590
X.240.2	591
X.241.10	592
X.241.1	593
X.241.11	594
X.241.12	595
X.241.13	596
X.241.14	597
X.241.15	598
X.241.16	599
X.241.17	600
X.241.18	601
X.241.19	602
X.241.2	603
X.241.3	604
X.241.4	605
X.241.5	606
X.241.6	607
X.241.7	608
X.241.8	609
X.241.9	610
X.242.1	611
X.242.2	612
X.242.3	613
X.242.4	614
X.243.1	615
X.243.10	616
X.243.11	617
X.243.12	618
X.243.13	619
X.243.14	620
X.243.15	621
X.243.16	622
X.243.17	623
X.243.18	624
X.243.19	625
X.243.2	626
X.243.3	627
X.243.4	628
X.243.5	629
X.243.6	630
X.243.7	631
X.243.8	632
X.243.9	633
X.244.1	634
X.244.2	635
X.244.3	636
X.244.4	637
X.245.1	638
X.245.2	639
X.245.3	640
X.246.1	641
X.246.2	642
X.246.3	643
X.246.4	644
X.247.1	645
X.251.1	646
X.252.1	647
X.252.2	648
X.252.3	649
X.253.1	650
X.254.1	651
X.255.1	652
X.256.1	653
X.257.1	654
X.258.1	655
X.259.1	656
X.259.2	657
X.260.1	658
X.261.1	659
X.262.1	660
X.263.1	661
X.264.1	662
X.264.2	663
X.265.1	664
X.266.1	665
X.267.1	666
X.268.1	667
X.268.2	668
X.269.1	669
X.270.1	670
X.270.2	671
X.271.1	672
X.272.1	673
X.272.2	674
X.273.1	675
X.274.1	676
X.275.1	677
X.276.1	678
X.277.1	679
X.278.1	680
X.279.1	681
X.280.1	682
X.281.1	683
X.282.1	684
X.283.1	685
X.283.2	686
X.283.3	687
X.284.1	688
X.284.2	689
X.284.3	690
X.284.4	691
X.285.1	692
X.286.1	693
X.288.1	694
X.289.1	695
X.290.1	696
X.292.1	697
X.292.2	698
X.294.1	699
X.294.2	700
X.295.1	701
X.295.2	702
X.296.1	703
X.297.1	704
X.298.1	705
X.298.2	706
X.298.3	707
X.298.4	708
X.298.5	709
X.298.6	710
X.299.1	711
X.300.1	712
X.301.10	713
X.301.1	714
X.301.11	715
X.301.12	716
X.301.13	717
X.301.2	718
X.301.3	719
X.301.4	720
X.301.5	721
X.301.6	722
X.301.7	723
X.301.8	724
X.301.9	725
X.302.1	726
X.302.2	727
X.302.3	728
X.302.4	729
X.303.1	730
X.304.10	731
X.304.1	732
X.304.100	733
X.304.102	734
X.304.103	735
X.304.104	736
X.304.105	737
X.304.106	738
X.304.107	739
X.304.108	740
X.304.109	741
X.304.11	742
X.304.110	743
X.304.111	744
X.304.112	745
X.304.113	746
X.304.114	747
X.304.115	748
X.304.116	749
X.304.117	750
X.304.12	751
X.304.120	752
X.304.121	753
X.304.122	754
X.304.123	755
X.304.124	756
X.304.125	757
X.304.126	758
X.304.127	759
X.304.128	760
X.304.129	761
X.304.13	762
X.304.130	763
X.304.131	764
X.304.132	765
X.304.133	766
X.304.134	767
X.304.135	768
X.304.136	769
X.304.137	770
X.304.138	771
X.304.139	772
X.304.14	773
X.304.140	774
X.304.141	775
X.304.142	776
X.304.143	777
X.304.144	778
X.304.145	779
X.304.146	780
X.304.147	781
X.304.148	782
X.304.149	783
X.304.150	784
X.304.15	785
X.304.151	786
X.304.152	787
X.304.153	788
X.304.154	789
X.304.155	790
X.304.156	791
X.304.157	792
X.304.158	793
X.304.159	794
X.304.16	795
X.304.160	796
X.304.161	797
X.304.162	798
X.304.163	799
X.304.164	800
X.304.17	801
X.304.18	802
X.304.19	803
X.304.20	804
X.304.21	805
X.304.22	806
X.304.24	807
X.304.25	808
X.304.26	809
X.304.27	810
X.304.28	811
X.304.30	812
X.304.3	813
X.304.31	814
X.304.33	815
X.304.34	816
X.304.35	817
X.304.36	818
X.304.37	819
X.304.38	820
X.304.39	821
X.304.4	822
X.304.40	823
X.304.41	824
X.304.42	825
X.304.43	826
X.304.44	827
X.304.45	828
X.304.46	829
X.304.47	830
X.304.48	831
X.304.49	832
X.304.50	833
X.304.5	834
X.304.51	835
X.304.52	836
X.304.53	837
X.304.54	838
X.304.55	839
X.304.56	840
X.304.57	841
X.304.58	842
X.304.59	843
X.304.6	844
X.304.60	845
X.304.61	846
X.304.7	847
X.304.8	848
X.304.9	849
X.305.1	850
X.305.2	851
X.306.1	852
X.306.2	853
X.306.3	854
X.306.4	855
X.306.5	856
X.306.6	857
X.306.7	858
X.306.8	859
X.306.9	860
X.307.1	861
X.308.1	862
X.308.2	863
X.309.1	864
X.310.1	865
X.310.2	866
X.310.3	867
X.311.1	868
X.312.1	869
X.312.2	870
X.313.1	871
X.314.1	872
X.315.1	873
X.315.2	874
X.315.3	875
X.316.1	876
X.316.2	877
X.317.1	878
X.318.1	879
X.319.1	880
X.319.2	881
X.319.3	882
X.320.1	883
X.320.2	884
X.320.3	885
X.320.4	886
X.320.5	887
X.320.6	888
X.321.1	889
X.321.2	890
X.321.3	891
X.321.4	892
X.322.1	893
X.323.1	894
X.324.1	895
X.325.1	896
X.325.2	897
X.327.1	898
X.327.10	899
X.327.11	900
X.327.12	901
X.327.13	902
X.327.14	903
X.327.15	904
X.327.16	905
X.327.17	906
X.327.18	907
X.327.19	908
X.327.20	909
X.327.2	910
X.327.21	911
X.327.3	912
X.327.4	913
X.327.5	914
X.327.6	915
X.327.7	916
X.327.8	917
X.327.9	918
X.328.1	919
X.328.10	920
X.328.11	921
X.328.2	922
X.328.3	923
X.328.4	924
X.328.5	925
X.328.6	926
X.328.7	927
X.328.8	928
X.328.9	929
X.329.1	930
X.330.10	931
X.330.1	932
X.330.11	933
X.330.12	934
X.330.13	935
X.330.14	936
X.330.15	937
X.330.16	938
X.330.2	939
X.330.3	940
X.330.4	941
X.330.5	942
X.330.6	943
X.330.7	944
X.330.8	945
X.330.9	946
X.331.10	947
X.331.1	948
X.331.11	949
X.331.12	950
X.331.13	951
X.331.14	952
X.331.15	953
X.331.16	954
X.331.17	955
X.331.18	956
X.331.19	957
X.331.20	958
X.331.2	959
X.331.21	960
X.331.22	961
X.331.23	962
X.331.3	963
X.331.4	964
X.331.5	965
X.331.6	966
X.331.7	967
X.331.8	968
X.331.9	969
X.351.1	970
X.352.1	971
X.353.1	972
X.354.1	973
X.354.2	974
X.355.1	975
X.356.1	976
X.357.1	977
X.358.1	978
X.358.2	979
X.358.3	980
X.359.1	981
X.361.1	982
X.362.1	983
X.363.1	984
X.364.1	985
X.365.1	986
X.366.1	987
X.367.1	988
X.369.1	989
X.370.1	990
X.371.1	991
X.372.1	992
X.372.2	993
X.373.1	994
X.374.1	995
X.375.10	996
X.375.1	997
X.375.11	998
X.375.12	999
X.375.13	1000
X.375.2	1001
X.375.3	1002
X.375.4	1003
X.375.5	1004
X.375.6	1005
X.375.7	1006
X.375.8	1007
X.375.9	1008
X.376.1	1009
X.377.10	1010
X.377.1	1011
X.377.11	1012
X.377.12	1013
X.377.13	1014
X.377.2	1015
X.377.3	1016
X.377.4	1017
X.377.5	1018
X.377.6	1019
X.377.7	1020
X.377.8	1021
X.377.9	1022
X.378.1	1023
X.379.1	1024
X.379.2	1025
X.380.1	1026
X.381.1	1027
X.382.1	1028
X.383.1	1029
X.383.2	1030
X.384.1	1031
X.385.1	1032
X.386.1	1033
X.386.2	1034
X.387.1	1035
X.387.2	1036
X.387.3	1037
X.387.4	1038
X.388.1	1039
X.389.1	1040
X.389.2	1041
X.389.3	1042
X.389.4	1043
X.389.5	1044
X.389.6	1045
X.390.1	1046
X.391.1	1047
X.392.1	1048
X.393.1	1049
X.394.1	1050
X.395.1	1051
X.396.1	1052
X.396.2	1053
X.397.1	1054
X.397.2	1055
X.397.3	1056
X.397.4	1057
X.397.5	1058
X.397.6	1059
X.397.7	1060
X.397.8	1061
X.398.1	1062
X.501.1	1063
X.502.1	1064
X.503.1	1065
X.504.1	1066
X.505.1	1067
X.506.1	1068
X.506.2	1069
X.507.1	1070
X.508.1	1071
X.509.1	1072
X.510.1	1073
X.511.1	1074
X.512.1	1075
X.513.1	1076
X.513.2	1077
X.514.1	1078
X.515.1	1079
X.516.1	1080
X.517.1	1081
X.517.2	1082
X.518.1	1083
X.519.1	1084
X.520.1	1085
X.521.1	1086
X.522.1	1087
X.523.1	1088
X.524.1	1089
X.524.2	1090
X.525.1	1091
X.526.1	1092
X.527.1	1093
X.528.1	1094
X.529.1	1095
X.530.1	1096
X.531.1	1097
X.531.2	1098
X.531.3	1099
X.532.1	1100
X.532.2	1101
X.533.1	1102
X.534.1	1103
X.535.1	1104
X.536.1	1105
X.537.1	1106
X.538.1	1107
X.539.1	1108
X.540.1	1109
X.541.1	1110
X.542.1	1111
X.543.1	1112
X.544.1	1113
X.545.1	1114
X.546.1	1115
X.547.1	1116
X.548.1	1117
X.549.1	1118
X.550.1	1119
X.551.1	1120
X.552.1	1121
X.553.1	1122
X.554.1	1123
X.555.1	1124
X.556.1	1125
X.557.1	1126
X.558.1	1127
X.559.1	1128
X.560.1	1129
X.561.1	1130
X.562.1	1131
X.563.1	1132
X.563.2	1133
X.564.1	1134
X.565.1	1135
X.566.1	1136
X.566.2	1137
X.567.1	1138
X.568.1	1139
X.569.1	1140
X.570.1	1141
X.571.1	1142
X.572.1	1143
X.573.1	1144
X.574.1	1145
X.575.1	1146
X.576.1	1147
X.577.1	1148
X.578.1	1149
X.579.1	1150
X.580.1	1151
X.581.1	1152
X.582.1	1153
X.583.1	1154
X.584.1	1155
X.585.1	1156
X.586.1	1157
X.587.1	1158
X.588.1	1159
X.589.1	1160
X.590.1	1161
X.591.1	1162
X.592.1	1163
X.592.2	1164
X.592.3	1165
X.592.4	1166
X.592.5	1167
X.592.6	1168
X.593.1	1169
X.601.1	1170
X.601.10	1171
X.601.11	1172
X.601.12	1173
X.601.13	1174
X.601.14	1175
X.601.15	1176
X.601.16	1177
X.601.17	1178
X.601.18	1179
X.601.19	1180
X.601.2	1181
X.601.20	1182
X.601.21	1183
X.601.22	1184
X.601.23	1185
X.601.24	1186
X.601.25	1187
X.601.26	1188
X.601.27	1189
X.601.28	1190
X.601.29	1191
X.601.3	1192
X.601.30	1193
X.601.31	1194
X.601.32	1195
X.601.33	1196
X.601.34	1197
X.601.35	1198
X.601.36	1199
X.601.37	1200
X.601.38	1201
X.601.39	1202
X.601.40	1203
X.601.4	1204
X.601.41	1205
X.601.42	1206
X.601.43	1207
X.601.44	1208
X.601.45	1209
X.601.46	1210
X.601.47	1211
X.601.48	1212
X.601.49	1213
X.601.5	1214
X.601.6	1215
X.601.7	1216
X.601.8	1217
X.601.9	1218
X.602.1	1219
X.602.2	1220
X.603.1	1221
X.603.2	1222
X.603.3	1223
X.603.4	1224
X.603.5	1225
X.603.6	1226
X.603.7	1227
X.603.8	1228
X.604.1	1229
X.604.10	1230
X.604.11	1231
X.604.12	1232
X.604.13	1233
X.604.14	1234
X.604.15	1235
X.604.16	1236
X.604.17	1237
X.604.18	1238
X.604.19	1239
X.604.20	1240
X.604.2	1241
X.604.21	1242
X.604.22	1243
X.604.23	1244
X.604.24	1245
X.604.25	1246
X.604.26	1247
X.604.27	1248
X.604.28	1249
X.604.29	1250
X.604.30	1251
X.604.3	1252
X.604.31	1253
X.604.32	1254
X.604.33	1255
X.604.34	1256
X.604.36	1257
X.604.4	1258
X.604.5	1259
X.604.6	1260
X.604.7	1261
X.604.8	1262
X.604.9	1263
X.605.1	1264
X.605.2	1265
X.605.3	1266
X.605.4	1267
X.605.5	1268
X.605.6	1269
X.605.7	1270
X.605.8	1271
X.606.1	1272
X.607.1	1273
X.608.1	1274
X.609.1	1275
X.610.1	1276
X.610.2	1277
X.610.3	1278
X.610.4	1279
X.611.10	1280
X.611.1	1281
X.611.11	1282
X.611.12	1283
X.611.2	1284
X.611.3	1285
X.611.4	1286
X.611.5	1287
X.611.6	1288
X.611.7	1289
X.611.8	1290
X.611.9	1291
X.612.1	1292
X.613.1	1293
X.614.1	1294
X.615.1	1295
X.616.1	1296
X.617.1	1297
X.618.1	1298
X.618.2	1299
X.619.1	1300
X.620.1	1301
X.621.1	1302
X.622.1	1303
X.622.2	1304
X.622.3	1305
X.622.4	1306
X.622.5	1307
X.623.1	1308
X.624.1	1309
X.625.1	1310
X.626.1	1311
X.627.1	1312
X.628.1	1313
X.629.1	1314
X.630.1	1315
X.631.1	1316
X.632.1	1317
X.632.10	1318
X.632.11	1319
X.632.12	1320
X.632.13	1321
X.632.14	1322
X.632.15	1323
X.632.16	1324
X.632.17	1325
X.632.18	1326
X.632.19	1327
X.632.20	1328
X.632.2	1329
X.632.21	1330
X.632.22	1331
X.632.23	1332
X.632.3	1333
X.632.4	1334
X.632.5	1335
X.632.6	1336
X.632.7	1337
X.632.8	1338
X.632.9	1339
X.633.10	1340
X.633.1	1341
X.633.11	1342
X.633.12	1343
X.633.13	1344
X.633.14	1345
X.633.15	1346
X.633.16	1347
X.633.17	1348
X.633.18	1349
X.633.19	1350
X.633.20	1351
X.633.2	1352
X.633.21	1353
X.633.22	1354
X.633.23	1355
X.633.24	1356
X.633.25	1357
X.633.26	1358
X.633.27	1359
X.633.29	1360
X.633.3	1361
X.633.30	1362
X.633.31	1363
X.633.32	1364
X.633.4	1365
X.633.5	1366
X.633.6	1367
X.633.7	1368
X.633.8	1369
X.633.9	1370
X.635.1	1371
X.636.1	1372
X.637.1	1373
X.639.1	1374
X.639.2	1375
X.640.1	1376
X.640.2	1377
X.641.1	1378
X.642.1	1379
X.643.1	1380
X.650.1	1381
X.701.1	1382
X.702.1	1383
X.703.1	1384
X.704.1	1385
X.705.1	1386
X.706.1	1387
X.706.2	1388
X.707.1	1389
X.708.1	1390
X.709.1	1391
X.710.1	1392
X.711.1	1393
X.711.2	1394
X.712.1	1395
X.714.1	1396
X.716.1	1397
X.719.1	1398
X.719.2	1399
X.801.1	1400
X.802.1	1401
X.803.1	1402
X.804.1	1403
X.805.1	1404
X.806.1	1405
X.807.1	1406
X.808.1	1407
X.809.1	1408
X.809.2	1409
X.810.1	1410
X.811.1	1411
X.812.1	1412
X.812.2	1413
X.813.1	1414
X.814.1	1415
X.815.1	1416
X.816.1	1417
X.818.1	1418
X.819.1	1419
X.821.1	1420
X.822.1	1421
X.822.2	1422
X.822.3	1423
X.823.1	1424
X.824.1	1425
X.825.1	1426
X.827.1	1427
X.829.1	1428
X.830.1	1429
X.831.1	1430
X.832.1	1431
X.833.1	1432
X.834.1	1433
X.835.1	1434
X.836.1	1435
X.837.1	1436
X.838.1	1437
X.839.1	1438
X.840.1	1439
X.841.1	1440
X.842.1	1441
X.843.1	1442
X.844.1	1443
X.845.1	1444
X.846.1	1445
X.847.1	1446
X.848.1	1447
X.849.1	1448
X.850.1	1449
X.851.1	1450
X.852.1	1451
X.853.1	1452
X.854.1	1453
X.856.1	1454
X.857.1	1455
X.858.1	1456
X.859.1	1457
X.861.1	1458
X.862.1	1459
X.864.1	1460
X.865.1	1461
X.866.1	1462
X.867.1	1463
X.868.1	1464
X.869.1	1465
X.870.1	1466
X.871.1	1467
X.872.10	1468
X.872.1	1469
X.872.11	1470
X.872.2	1471
X.872.3	1472
X.872.4	1473
X.872.5	1474
X.872.6	1475
X.872.7	1476
X.872.8	1477
X.872.9	1478
X.873.1	1479
X.874.1	1480
X.875.1	1481
X.876.1	1482
X.877.1	1483
X.878.1	1484
X.880.1	1485
X.881.1	1486
X.881.2	1487
X.881.3	1488
X.881.4	1489
X.881.5	1490
X.881.6	1491
X.882.1	1492
X.883.1	1493
X.884.1	1494
X.885.1	1495
X.886.1	1496
X.887.1	1497
X.896.1	1498
X.896.2	1499
X.897.1	1500
X.897.2	1501
X.898.1	1502
X.901.1	1503
X.902.1	1504
X.903.1	1505
X.904.1	1506
X.904.2	1507
X.905.1	1508
X.906.1	1509
X.907.1	1510
X.908.1	1511
X.909.1	1512
X.910.1	1513
X.911.1	1514
X.912.1	1515
X.913.1	1516
X.914.1	1517
X.915.1	1518
X.916.1	1519
X.917.1	1520
X.918.1	1521
X.919.1	1522
X.920.1	1523
X.921.1	1524
X.922.1	1525
X.923.1	1526
X.924.1	1527
X.926.1	1528
X.927.1	1529
X.928.1	1530
X.929.1	1531
X.930.1	1532
X.931.1	1533
X.1001.1	1534
X.1002.1	1535
X.1003.1	1536
X.1004.1	1537
X.1005.1	1538
X.1006.1	1539
X.1007.1	1540
X.1008.1	1541
X.1009.1	1542
X.1011.1	1543
X.1012.1	1544
X.1013.1	1545
X.1015.1	1546
X.1016.1	1547
X.1017.1	1548
X.1018.1	1549
X.1019.1	1550
X.1020.1	1551
X.1021.1	1552
X.1022.1	1553
X.1023.1	1554
X.1025.1	1555
X.1026.1	1556
X.1027.1	1557
X.1028.1	1558
X.1030.1	1559
X.1031.1	1560
X.1032.1	1561
X.1033.1	1562
X.1034.1	1563
X.1035.1	1564
X.1036.1	1565
X.1037.1	1566
X.1038.1	1567
X.1039.1	1568
X.1040.1	1569
X.1041.1	1570
X.1042.1	1571
X.1043.1	1572
X.1044.1	1573
X.1045.1	1574
X.1046.1	1575
X.1047.1	1576
X.1048.1	1577
X.1049.1	1578
X.1049.2	1579
X.1050.1	1580
X.1051.1	1581
X.1052.1	1582
X.1053.1	1583
X.1054.1	1584
X.1055.1	1585
X.1056.1	1586
X.1057.1	1587
X.1058.1	1588
X.1059.1	1589
X.1060.1	1590
X.1061.1	1591
X.1062.1	1592
X.1063.1	1593
X.1064.1	1594
X.1065.1	1595
X.1066.1	1596
X.1067.1	1597
X.1068.1	1598
X.1069.1	1599
X.1070.1	1600
X.1070.2	1601
X.1071.1	1602
X.1072.1	1603
X.1073.1	1604
X.1074.1	1605
X.1075.1	1606
X.1075.2	1607
X.1076.1	1608
X.1077.1	1609
X.1078.1	1610
X.1079.1	1611
X.1080.1	1612
X.1081.1	1613
X.1082.1	1614
X.1083.1	1615
X.1084.1	1616
X.1085.1	1617
X.1086.1	1618
X.1087.1	1619
X.1089.1	1620
X.1090.1	1621
X.1091.1	1622
X.1092.1	1623
X.1093.1	1624
X.1094.1	1625
X.1095.1	1626
X.1096.1	1627
X.1097.1	1628
X.1098.1	1629
X.1099.1	1630
X.1101.1	1631
X.1102.1	1632
X.1103.1	1633
X.1104.1	1634
X.1105.1	1635
X.1106.1	1636
X.1107.1	1637
X.1109.1	1638
X.1110.1	1639
X.1111.1	1640
X.1112.1	1641
X.1113.1	1642
X.1114.1	1643
X.1115.1	1644
X.1116.1	1645
X.1117.1	1646
X.1118.1	1647
X.1119.1	1648
X.1120.1	1649
X.1121.1	1650
X.1122.1	1651
