Fold	Label
X.583	363
X.584	364
X.585	365
X.586	366
X.587	367
X.588	368
X.589	369
X.590	370
X.591	371
X.592	372
X.593	373
X.601	374
X.602	375
X.603	376
X.604	377
X.605	378
X.606	379
X.607	380
X.608	381
X.609	382
X.610	383
X.611	384
X.612	385
X.613	386
X.614	387
X.615	388
X.616	389
X.617	390
X.618	391
X.619	392
X.620	393
X.621	394
X.622	395
X.623	396
X.624	397
X.625	398
X.626	399
X.627	400
X.628	401
X.629	402
X.630	403
X.631	404
X.632	405
X.633	406
X.635	407
X.636	408
X.637	409
X.639	410
X.640	411
X.641	412
X.642	413
X.643	414
X.650	415
X.701	416
X.702	417
X.703	418
X.704	419
X.705	420
X.706	421
X.707	422
X.708	423
X.709	424
X.710	425
X.711	426
X.712	427
X.714	428
X.716	429
X.719	430
X.801	431
X.802	432
X.803	433
X.804	434
X.805	435
X.806	436
X.807	437
X.808	438
X.809	439
X.810	440
X.811	441
X.812	442
X.813	443
X.814	444
X.815	445
X.816	446
X.818	447
X.819	448
X.821	449
X.822	450
X.823	451
X.824	452
X.825	453
X.827	454
X.829	455
X.830	456
X.831	457
X.832	458
X.833	459
X.834	460
X.835	461
X.836	462
X.837	463
X.838	464
X.839	465
X.840	466
X.841	467
X.842	468
X.843	469
X.844	470
X.845	471
X.846	472
X.847	473
X.848	474
X.849	475
X.850	476
X.851	477
X.852	478
X.853	479
X.854	480
X.856	481
X.857	482
X.858	483
X.859	484
X.861	485
X.862	486
X.864	487
X.865	488
X.866	489
X.867	490
X.868	491
X.869	492
X.870	493
X.871	494
X.872	495
X.873	496
X.874	497
X.875	498
X.876	499
X.877	500
X.878	501
X.880	502
X.881	503
X.882	504
X.883	505
X.884	506
X.885	507
X.886	508
X.887	509
X.896	510
X.897	511
X.898	512
X.901	513
X.902	514
X.903	515
X.904	516
X.905	517
X.906	518
X.907	519
X.908	520
X.909	521
X.910	522
X.911	523
X.912	524
X.913	525
X.914	526
X.915	527
X.916	528
X.917	529
X.918	530
X.919	531
X.920	532
X.921	533
X.922	534
X.923	535
X.924	536
X.926	537
X.927	538
X.928	539
X.929	540
X.930	541
X.931	542
X.1001	543
X.1002	544
X.1003	545
X.1004	546
X.1005	547
X.1006	548
X.1007	549
X.1008	550
X.1009	551
X.1011	552
X.1012	553
X.1013	554
X.1015	555
X.1016	556
X.1017	557
X.1018	558
X.1019	559
X.1020	560
X.1021	561
X.1022	562
X.1023	563
X.1025	564
X.1026	565
X.1027	566
X.1028	567
X.1030	568
X.1031	569
X.1032	570
X.1033	571
X.1034	572
X.1035	573
X.1036	574
X.1037	575
X.1038	576
X.1039	577
X.1040	578
X.1041	579
X.1042	580
X.1043	581
X.1044	582
X.1045	583
X.1046	584
X.1047	585
X.1048	586
X.1049	587
X.1050	588
X.1051	589
X.1052	590
X.1053	591
X.1054	592
X.1055	593
X.1056	594
X.1057	595
X.1058	596
X.1059	597
X.1060	598
X.1061	599
X.1062	600
X.1063	601
X.1064	602
X.1065	603
X.1066	604
X.1067	605
X.1068	606
X.1069	607
X.1070	608
X.1071	609
X.1072	610
X.1073	611
X.1074	612
X.1075	613
X.1076	614
X.1077	615
X.1078	616
X.1079	617
X.1080	618
X.1081	619
X.1082	620
X.1083	621
X.1084	622
X.1085	623
X.1086	624
X.1087	625
X.1089	626
X.1090	627
X.1091	628
X.1092	629
X.1093	630
X.1094	631
X.1095	632
X.1096	633
X.1097	634
X.1098	635
X.1099	636
X.1101	637
X.1102	638
X.1103	639
X.1104	640
X.1105	641
X.1106	642
X.1107	643
X.1109	644
X.1110	645
X.1111	646
X.1112	647
X.1113	648
X.1114	649
X.1115	650
X.1116	651
X.1117	652
X.1118	653
X.1119	654
X.1120	655
X.1121	656
X.1122	657
X.1123	658
X.1124	659
X.1125	660
X.1126	661
X.1127	662
X.1128	663
X.1129	664
X.1130	665
X.1131	666
X.1132	667
X.1133	668
X.1134	669
X.1135	670
X.1136	671
X.1137	672
X.1138	673
X.1139	674
X.1140	675
X.1141	676
X.1142	677
X.1143	678
X.1144	679
X.1145	680
X.1146	681
X.1148	682
X.1149	683
X.1150	684
X.1151	685
X.1152	686
X.1153	687
X.1154	688
X.1155	689
X.1156	690
X.1157	691
X.1158	692
X.2002	693
X.2003	694
X.2004	695
X.2005	696
X.2006	697
X.2007	698
X.2008	699
X.2010	700
X.2011	701
X.2111	702
X.2484	703
X.2485	704
X.2486	705
X.2487	706
X.2488	707
X.2489	708
X.2490	709
X.2492	710
X.2493	711
X.2494	712
X.2495	713
X.2496	714
X.2498	715
X.2499	716
X.2500	717
X.2501	718
X.3001	719
X.3002	720
X.3003	721
X.3004	722
X.3005	723
X.3006	724
X.3008	725
X.3009	726
X.3010	727
X.3012	728
X.3014	729
X.3016	730
X.3017	731
X.3018	732
X.3019	733
X.3050	734
X.3051	735
X.3052	736
X.3053	737
X.3054	738
X.3065	739
X.3066	740
X.3067	741
X.3068	742
X.3069	743
X.3070	744
X.3071	745
X.3072	746
X.3073	747
X.3074	748
X.3075	749
X.3076	750
X.3077	751
X.3078	752
X.3079	753
X.3080	754
X.3081	755
X.3082	756
X.3083	757
X.3084	758
X.3085	759
X.3086	760
X.3087	761
X.3089	762
X.3090	763
X.3091	764
X.3092	765
X.3093	766
X.3094	767
X.3095	768
X.3096	769
X.3097	770
X.3098	771
X.3099	772
X.3100	773
X.3101	774
X.3102	775
X.3103	776
X.3104	777
X.3105	778
X.3106	779
X.3107	780
X.3108	781
X.3109	782
X.3110	783
X.3111	784
X.3112	785
X.3113	786
X.3114	787
X.3115	788
X.3116	789
X.3117	790
X.3118	791
X.3119	792
X.3120	793
X.3121	794
X.3122	795
X.3123	796
X.3124	797
X.3125	798
X.3126	799
X.3127	800
X.3128	801
X.3129	802
X.3130	803
X.3131	804
X.3132	805
X.3133	806
X.3134	807
X.3135	808
X.3136	809
X.3137	810
X.3138	811
X.3139	812
X.3140	813
X.3141	814
X.3142	815
X.3143	816
X.3144	817
X.3145	818
X.3146	819
X.3147	820
X.3148	821
X.3149	822
X.3150	823
X.3151	824
X.3152	825
X.3153	826
X.3154	827
X.3155	828
X.3156	829
X.3157	830
X.3158	831
X.3159	832
X.3161	833
X.3162	834
X.3163	835
X.3164	836
X.3166	837
X.3167	838
X.3168	839
X.3169	840
X.3170	841
X.3171	842
X.3172	843
X.3173	844
X.3174	845
X.3175	846
X.3176	847
X.3178	848
X.3179	849
X.3180	850
X.3182	851
X.3184	852
X.3185	853
X.3186	854
X.3187	855
X.3188	856
X.3189	857
X.3190	858
X.3191	859
X.3192	860
X.3193	861
X.3195	862
X.3197	863
X.3198	864
X.3200	865
X.3201	866
X.3202	867
X.3203	868
X.3204	869
X.3206	870
X.3207	871
X.3208	872
X.3209	873
X.3210	874
X.3212	875
X.3213	876
X.3215	877
X.3216	878
X.3218	879
X.3219	880
X.3220	881
X.3222	882
X.3223	883
X.3225	884
X.3226	885
X.3227	886
X.3228	887
X.3229	888
X.3230	889
X.3232	890
X.3233	891
X.3234	892
X.3235	893
X.3236	894
X.3237	895
X.3238	896
X.3239	897
X.3240	898
X.3241	899
X.3242	900
X.3243	901
X.3244	902
X.3245	903
X.3246	904
X.3248	905
X.3249	906
X.3250	907
X.3251	908
X.3252	909
X.3253	910
X.3254	911
X.3255	912
X.3256	913
X.3257	914
X.3258	915
X.3259	916
X.3261	917
X.3263	918
X.3264	919
X.3265	920
X.3266	921
X.3267	922
X.3268	923
X.3269	924
X.3270	925
X.3271	926
X.3273	927
X.3274	928
X.3275	929
X.3276	930
X.3277	931
X.3278	932
X.3279	933
X.3280	934
X.3281	935
X.3282	936
X.3283	937
X.3285	938
X.3286	939
X.3287	940
X.3288	941
X.3289	942
X.3290	943
X.3291	944
X.3292	945
X.3293	946
X.3294	947
X.3296	948
X.3297	949
X.3298	950
X.3299	951
X.3301	952
X.3302	953
X.3303	954
X.3304	955
X.3305	956
X.3306	957
X.3307	958
X.3308	959
X.3310	960
X.3311	961
X.3312	962
X.3313	963
X.3314	964
X.3315	965
X.3317	966
X.3318	967
X.3319	968
X.3320	969
X.3321	970
X.3322	971
X.3323	972
X.3324	973
X.3325	974
X.3326	975
X.3327	976
X.3329	977
X.3330	978
X.3331	979
X.3332	980
X.3333	981
X.3335	982
X.3336	983
X.3337	984
X.3338	985
X.3339	986
X.3340	987
X.3341	988
X.3342	989
X.3343	990
X.3345	991
X.3346	992
X.3347	993
X.3348	994
X.3349	995
X.3350	996
X.3351	997
X.3352	998
X.3355	999
X.3356	1000
X.3357	1001
X.3358	1002
X.3359	1003
X.3360	1004
X.3361	1005
X.3363	1006
X.3364	1007
X.3365	1008
X.3366	1009
X.3367	1010
X.3368	1011
X.3369	1012
X.3370	1013
X.3371	1014
X.3372	1015
X.3373	1016
X.3374	1017
X.3375	1018
X.3376	1019
X.3377	1020
X.3379	1021
X.3380	1022
X.3381	1023
X.3382	1024
X.3385	1025
X.3386	1026
X.3388	1027
X.3389	1028
X.3390	1029
X.3391	1030
X.3392	1031
X.3393	1032
X.3394	1033
X.3395	1034
X.3396	1035
X.3397	1036
X.3398	1037
X.3399	1038
X.3400	1039
X.3401	1040
X.3402	1041
X.3403	1042
X.3405	1043
X.3406	1044
X.3407	1045
X.3408	1046
X.3409	1047
X.3410	1048
X.3411	1049
X.3412	1050
X.3413	1051
X.3414	1052
X.3415	1053
X.3416	1054
X.3417	1055
X.3418	1056
X.3419	1057
X.3420	1058
X.3421	1059
X.3422	1060
X.3423	1061
X.3424	1062
X.3425	1063
X.3426	1064
X.3427	1065
X.3428	1066
X.3429	1067
X.3430	1068
X.3431	1069
X.3432	1070
X.3433	1071
X.3434	1072
X.3435	1073
X.3436	1074
X.3437	1075
X.3438	1076
X.3439	1077
X.3440	1078
X.3441	1079
X.3442	1080
X.3443	1081
X.3444	1082
X.3445	1083
X.3446	1084
X.3447	1085
X.3448	1086
X.3449	1087
X.3450	1088
X.3451	1089
X.3452	1090
X.3453	1091
X.3454	1092
X.3455	1093
X.3456	1094
X.3457	1095
X.3458	1096
X.3459	1097
X.3461	1098
X.3462	1099
X.3463	1100
X.3464	1101
X.3465	1102
X.3466	1103
X.3467	1104
X.3468	1105
X.3469	1106
X.3470	1107
X.3472	1108
X.3473	1109
X.3474	1110
X.3475	1111
X.3476	1112
X.3477	1113
X.3478	1114
X.3479	1115
X.3480	1116
X.3481	1117
X.3482	1118
X.3483	1119
X.3484	1120
X.3485	1121
X.3486	1122
X.3487	1123
X.3488	1124
X.3489	1125
X.3490	1126
X.3491	1127
X.3492	1128
X.3493	1129
X.3494	1130
X.3495	1131
X.3496	1132
X.3497	1133
X.3498	1134
X.3500	1135
X.3501	1136
X.3502	1137
X.3503	1138
X.3504	1139
X.3505	1140
X.3506	1141
X.3507	1142
X.3508	1143
X.3509	1144
X.3510	1145
X.3511	1146
X.3512	1147
X.3513	1148
X.3514	1149
X.3515	1150
X.3516	1151
X.3517	1152
X.3518	1153
X.3519	1154
X.3520	1155
X.3521	1156
X.3522	1157
X.3523	1158
X.3524	1159
X.3525	1160
X.3526	1161
X.3527	1162
X.3529	1163
X.3530	1164
X.3531	1165
X.3532	1166
X.3534	1167
X.3535	1168
X.3536	1169
X.3538	1170
X.3539	1171
X.3540	1172
X.3541	1173
X.3542	1174
X.3543	1175
X.3544	1176
X.3545	1177
X.3546	1178
X.3547	1179
X.3548	1180
X.3549	1181
X.3550	1182
X.3551	1183
X.3552	1184
X.3553	1185
X.3554	1186
X.3555	1187
X.3556	1188
X.3557	1189
X.3558	1190
X.3559	1191
X.3560	1192
X.3561	1193
X.3562	1194
X.3563	1195
X.3564	1196
X.3565	1197
X.3566	1198
X.3567	1199
X.3568	1200
X.3569	1201
X.3570	1202
X.3571	1203
X.3572	1204
X.3573	1205
X.3574	1206
X.3575	1207
X.3576	1208
X.3577	1209
X.3578	1210
X.3579	1211
X.3580	1212
X.3581	1213
X.3583	1214
X.3584	1215
X.3585	1216
X.3586	1217
X.3587	1218
X.3588	1219
X.3589	1220
X.3590	1221
X.3591	1222
X.3592	1223
X.3593	1224
X.3594	1225
X.3596	1226
X.3597	1227
X.3598	1228
X.3599	1229
X.3600	1230
X.3601	1231
X.3602	1232
X.3603	1233
X.3604	1234
X.3605	1235
X.3606	1236
X.3607	1237
X.3608	1238
X.3609	1239
X.3610	1240
X.3612	1241
X.3613	1242
X.3614	1243
X.3615	1244
X.3616	1245
X.3617	1246
X.3618	1247
X.3619	1248
X.3620	1249
X.3621	1250
X.3622	1251
X.3623	1252
X.3624	1253
X.3625	1254
X.3626	1255
X.3627	1256
X.3628	1257
X.3629	1258
X.3630	1259
X.3631	1260
X.3632	1261
X.3633	1262
X.3634	1263
X.3635	1264
X.3636	1265
X.3637	1266
X.3638	1267
X.3639	1268
X.3640	1269
X.3641	1270
X.3643	1271
X.3644	1272
X.3645	1273
X.3646	1274
X.3647	1275
X.3649	1276
X.3650	1277
X.3651	1278
X.3652	1279
X.3654	1280
X.3655	1281
X.3656	1282
X.3657	1283
X.3659	1284
X.3660	1285
X.3661	1286
X.3662	1287
X.3663	1288
X.3664	1289
X.3665	1290
X.3666	1291
X.3667	1292
X.3668	1293
X.3669	1294
X.3670	1295
X.3671	1296
X.3672	1297
X.3673	1298
X.3674	1299
X.3675	1300
X.3676	1301
X.3678	1302
X.3680	1303
X.3681	1304
X.3682	1305
X.3683	1306
X.3684	1307
X.3685	1308
X.3686	1309
X.3687	1310
X.3688	1311
X.3691	1312
X.3692	1313
X.3694	1314
X.3695	1315
X.3696	1316
X.3697	1317
X.3698	1318
X.3699	1319
X.3700	1320
X.3701	1321
X.3702	1322
X.3703	1323
X.3704	1324
X.3705	1325
X.3706	1326
X.3707	1327
X.3708	1328
X.3709	1329
X.3710	1330
X.3711	1331
X.3712	1332
X.3713	1333
X.3714	1334
X.3715	1335
X.3716	1336
X.3717	1337
X.3718	1338
X.3719	1339
X.3720	1340
X.3721	1341
X.3722	1342
X.3723	1343
X.3724	1344
X.3725	1345
X.3726	1346
X.3727	1347
X.3728	1348
X.3729	1349
X.3730	1350
X.3731	1351
X.3732	1352
X.3733	1353
X.3734	1354
X.3735	1355
X.3736	1356
X.3737	1357
X.3738	1358
X.3739	1359
X.3740	1360
X.3741	1361
X.3742	1362
X.3743	1363
X.3744	1364
X.3745	1365
X.3746	1366
X.3747	1367
X.3748	1368
X.3749	1369
X.3750	1370
X.3752	1371
X.3753	1372
X.3754	1373
X.3755	1374
X.3756	1375
X.3757	1376
X.3758	1377
X.3759	1378
X.3760	1379
X.3761	1380
X.3762	1381
X.3763	1382
X.3764	1383
X.3765	1384
X.3766	1385
X.3767	1386
X.3768	1387
X.3769	1388
X.3770	1389
X.3771	1390
X.3772	1391
X.3773	1392
X.3774	1393
X.3775	1394
X.3776	1395
X.3777	1396
X.3778	1397
X.3779	1398
X.3780	1399
X.3781	1400
X.3782	1401
X.3783	1402
X.3784	1403
X.3785	1404
X.3786	1405
X.3787	1406
X.3788	1407
X.3789	1408
X.3790	1409
X.3791	1410
X.3792	1411
X.3793	1412
X.3794	1413
X.3795	1414
X.3796	1415
X.3797	1416
X.3798	1417
X.3799	1418
X.3800	1419
X.3801	1420
X.3802	1421
X.3803	1422
X.3804	1423
X.3805	1424
X.3806	1425
X.3807	1426
X.3808	1427
X.3809	1428
X.3810	1429
X.3811	1430
X.3812	1431
X.3813	1432
X.3814	1433
X.3815	1434
X.3816	1435
X.3817	1436
X.3818	1437
X.3819	1438
X.3820	1439
X.3821	1440
X.3822	1441
X.3823	1442
X.3824	1443
X.3825	1444
X.3826	1445
X.3827	1446
X.3828	1447
X.3829	1448
X.3830	1449
X.3831	1450
X.3832	1451
X.3833	1452
X.3834	1453
X.3835	1454
X.3836	1455
X.3837	1456
X.3838	1457
X.3839	1458
X.3840	1459
X.3841	1460
X.3842	1461
X.3843	1462
X.3844	1463
X.3845	1464
X.3846	1465
X.3847	1466
X.3848	1467
X.3850	1468
X.3851	1469
X.3852	1470
X.3853	1471
X.3854	1472
X.3855	1473
X.3856	1474
X.3857	1475
X.3858	1476
X.3859	1477
X.3860	1478
X.3861	1479
X.3862	1480
X.3863	1481
X.3864	1482
X.3865	1483
X.3866	1484
X.3867	1485
X.3868	1486
X.3869	1487
X.3870	1488
X.3871	1489
X.3872	1490
X.3873	1491
X.3874	1492
X.3875	1493
X.3876	1494
X.3877	1495
X.3878	1496
X.3879	1497
X.3880	1498
X.3881	1499
X.3882	1500
X.3883	1501
X.3884	1502
X.3886	1503
X.3887	1504
X.3890	1505
X.3891	1506
X.3892	1507
X.3894	1508
X.3895	1509
X.3896	1510
X.3897	1511
X.3898	1512
X.3899	1513
X.3901	1514
X.3903	1515
X.3904	1516
X.3905	1517
X.3906	1518
X.3907	1519
X.3908	1520
X.3909	1521
X.3910	1522
X.3911	1523
X.3912	1524
X.3913	1525
X.3914	1526
X.3915	1527
X.3916	1528
X.3917	1529
X.3918	1530
X.3919	1531
X.3920	1532
X.3921	1533
X.3922	1534
X.3923	1535
X.3924	1536
X.3925	1537
X.3926	1538
X.3927	1539
X.3928	1540
X.3929	1541
X.3930	1542
X.3931	1543
X.3932	1544
X.3933	1545
X.3934	1546
X.3935	1547
X.3936	1548
X.3937	1549
X.3938	1550
X.3939	1551
X.3940	1552
X.3941	1553
X.3942	1554
X.3943	1555
X.3944	1556
X.3945	1557
X.3946	1558
X.3947	1559
X.3948	1560
X.3949	1561
X.3950	1562
X.3951	1563
X.3952	1564
X.3953	1565
X.3954	1566
X.3955	1567
X.3956	1568
X.3957	1569
X.3958	1570
X.3959	1571
X.3960	1572
X.3961	1573
X.3962	1574
X.3963	1575
X.3964	1576
X.3965	1577
X.3966	1578
X.3967	1579
X.3968	1580
X.3969	1581
X.3970	1582
X.3971	1583
X.3972	1584
X.3974	1585
X.3975	1586
X.3977	1587
X.3978	1588
X.3979	1589
X.3980	1590
X.3981	1591
X.3982	1592
X.3983	1593
X.3984	1594
X.3985	1595
X.3986	1596
X.3987	1597
X.3988	1598
X.3989	1599
X.3990	1600
X.3991	1601
X.3992	1602
X.3993	1603
X.3994	1604
X.3995	1605
X.3996	1606
X.3997	1607
X.3998	1608
X.3999	1609
X.4000	1610
X.4001	1611
X.4002	1612
X.4003	1613
X.4004	1614
X.4006	1615
X.4007	1616
X.4008	1617
X.4009	1618
X.4010	1619
X.4011	1620
X.4012	1621
X.4013	1622
X.4014	1623
X.4015	1624
X.4016	1625
X.4017	1626
X.4018	1627
X.4019	1628
X.4020	1629
X.4021	1630
X.4022	1631
X.4023	1632
X.4024	1633
X.4025	1634
X.4026	1635
X.4027	1636
X.4028	1637
X.4029	1638
X.4030	1639
X.4031	1640
X.4032	1641
X.4033	1642
X.4034	1643
X.4035	1644
X.4036	1645
X.4037	1646
X.4038	1647
X.4039	1648
X.4040	1649
X.4041	1650
X.4042	1651
X.4043	1652
X.4044	1653
X.4045	1654
X.4046	1655
X.4047	1656
X.4048	1657
X.4049	1658
X.4050	1659
X.4051	1660
X.4052	1661
X.4053	1662
X.4054	1663
X.4055	1664
X.4056	1665
X.4057	1666
X.4058	1667
X.4059	1668
X.4060	1669
X.4062	1670
X.4063	1671
X.4064	1672
X.4065	1673
X.4066	1674
X.4067	1675
X.4069	1676
X.4070	1677
X.4071	1678
X.4072	1679
X.4075	1680
X.4076	1681
X.4077	1682
X.4079	1683
X.4080	1684
X.4081	1685
X.4082	1686
X.4083	1687
X.4084	1688
X.4085	1689
X.4086	1690
X.4087	1691
X.4089	1692
X.4090	1693
X.4091	1694
X.4092	1695
X.4093	1696
X.4095	1697
X.4096	1698
X.4097	1699
X.4098	1700
X.4099	1701
X.4100	1702
X.4102	1703
X.4104	1704
X.4105	1705
X.4106	1706
X.4107	1707
X.4108	1708
X.4110	1709
X.4111	1710
X.4112	1711
X.4113	1712
X.4114	1713
X.4119	1714
X.4120	1715
X.4121	1716
X.4123	1717
X.4125	1718
X.4126	1719
X.4130	1720
X.4132	1721
X.4133	1722
X.4135	1723
X.4136	1724
X.4137	1725
X.4138	1726
X.4139	1727
X.4142	1728
X.4143	1729
X.4144	1730
X.4146	1731
X.4150	1732
X.4152	1733
X.4153	1734
X.4154	1735
X.4155	1736
X.4156	1737
X.4159	1738
X.4160	1739
X.4161	1740
X.4162	1741
X.4163	1742
X.4164	1743
X.4166	1744
X.4167	1745
X.4168	1746
X.4169	1747
X.4172	1748
X.4174	1749
X.4176	1750
X.4177	1751
X.4178	1752
X.4180	1753
X.4182	1754
X.4184	1755
X.4186	1756
X.4187	1757
X.4188	1758
X.4189	1759
X.4192	1760
X.4193	1761
X.4194	1762
X.4196	1763
X.4198	1764
X.4199	1765
X.4200	1766
X.4201	1767
X.4202	1768
X.4203	1769
X.4204	1770
X.4205	1771
X.4207	1772
X.4208	1773
X.4209	1774
X.4210	1775
X.4212	1776
X.4215	1777
X.4216	1778
X.4218	1779
X.4221	1780
X.4222	1781
X.4223	1782
X.4224	1783
X.4228	1784
X.4229	1785
X.4230	1786
X.4232	1787
X.4236	1788
X.4237	1789
X.4238	1790
X.4239	1791
X.4240	1792
X.4242	1793
X.4244	1794
X.4245	1795
X.4246	1796
X.4247	1797
X.4250	1798
X.4252	1799
X.4254	1800
X.4255	1801
X.4258	1802
X.4259	1803
X.4261	1804
X.4262	1805
X.4263	1806
X.4264	1807
X.4266	1808
X.4267	1809
X.4268	1810
X.4269	1811
X.4270	1812
X.4271	1813
X.4272	1814
X.4273	1815
X.4274	1816
X.4275	1817
X.4276	1818
X.4277	1819
X.4279	1820
X.4280	1821
X.4281	1822
X.4285	1823
X.4286	1824
X.4287	1825
X.4288	1826
X.4290	1827
X.4291	1828
X.4292	1829
X.4293	1830
X.4294	1831
X.4295	1832
X.4296	1833
X.4298	1834
X.4299	1835
X.4300	1836
X.4302	1837
X.4303	1838
X.4304	1839
X.4305	1840
X.4307	1841
X.4308	1842
X.4309	1843
X.4310	1844
X.4311	1845
X.4312	1846
X.4313	1847
X.4314	1848
X.4315	1849
X.4317	1850
X.4319	1851
X.4320	1852
X.4321	1853
X.4322	1854
X.4323	1855
X.4325	1856
X.4326	1857
X.4328	1858
X.4329	1859
X.4330	1860
X.4333	1861
X.4334	1862
X.4335	1863
X.4336	1864
X.4337	1865
X.4338	1866
X.4339	1867
X.4340	1868
X.4342	1869
X.4344	1870
X.4347	1871
X.4348	1872
X.4350	1873
X.4351	1874
X.4352	1875
X.4353	1876
X.4354	1877
X.4356	1878
X.4357	1879
X.4359	1880
X.4401	1881
X.4943	1882
X.4944	1883
X.4945	1884
X.4946	1885
X.4947	1886
X.4948	1887
X.4949	1888
X.4950	1889
X.4951	1890
X.4952	1891
X.4953	1892
X.4954	1893
X.4955	1894
X.4956	1895
X.4957	1896
X.4958	1897
X.4959	1898
X.4961	1899
X.4962	1900
X.4963	1901
X.4964	1902
X.4965	1903
X.4966	1904
X.4967	1905
X.4968	1906
X.4969	1907
X.4970	1908
X.4971	1909
X.4972	1910
X.4973	1911
X.4974	1912
X.4975	1913
X.4976	1914
X.4977	1915
X.4978	1916
X.4979	1917
X.4980	1918
X.4981	1919
X.4982	1920
X.4983	1921
X.4984	1922
X.4985	1923
X.4986	1924
X.4987	1925
X.4988	1926
X.4989	1927
X.4990	1928
X.4991	1929
X.4992	1930
X.4993	1931
X.4994	1932
X.4995	1933
X.4996	1934
X.4998	1935
X.4999	1936
X.5000	1937
X.5001	1938
X.5002	1939
X.5003	1940
